white,black,whiteScore,blackScore,result,plies
Feisty-Elephant,Rebellious-Mongoose,0.00,1.00,BLACK_WON,108
Rebellious-Mongoose,Feisty-Elephant,0.00,1.00,BLACK_WON,92
Feisty-Elephant,Rebellious-Mongoose,0.50,0.50,DRAW,107
Rebellious-Mongoose,Feisty-Elephant,0.00,1.00,BLACK_WON,138
Feisty-Elephant,Rebellious-Mongoose,0.00,1.00,BLACK_WON,68
Rebellious-Mongoose,Feisty-Elephant,0.50,0.50,DRAW,248
Feisty-Elephant,Rebellious-Mongoose,0.00,1.00,BLACK_WON,132
Rebellious-Mongoose,Feisty-Elephant,1.00,0.00,WHITE_WON,85
Feisty-Elephant,Rebellious-Mongoose,0.00,1.00,BLACK_WON,62
Rebellious-Mongoose,Feisty-Elephant,1.00,0.00,WHITE_WON,119
Feisty-Elephant,Focused-Crow,0.50,0.50,DRAW,70
Focused-Crow,Feisty-Elephant,1.00,0.00,WHITE_WON,85
Feisty-Elephant,Focused-Crow,0.50,0.50,DRAW,85
Focused-Crow,Feisty-Elephant,1.00,0.00,WHITE_WON,81
Feisty-Elephant,Focused-Crow,1.00,0.00,WHITE_WON,73
Focused-Crow,Feisty-Elephant,0.00,1.00,BLACK_WON,68
Feisty-Elephant,Focused-Crow,1.00,0.00,WHITE_WON,73
Focused-Crow,Feisty-Elephant,1.00,0.00,WHITE_WON,131
Feisty-Elephant,Focused-Crow,1.00,0.00,WHITE_WON,85
Focused-Crow,Feisty-Elephant,1.00,0.00,WHITE_WON,111
Feisty-Elephant,Quirky-Iguana-Shatter,1.00,0.00,WHITE_WON,87
Quirky-Iguana-Shatter,Feisty-Elephant,1.00,0.00,WHITE_WON,49
Feisty-Elephant,Quirky-Iguana-Shatter,0.50,0.50,DRAW,71
Quirky-Iguana-Shatter,Feisty-Elephant,1.00,0.00,WHITE_WON,103
Feisty-Elephant,Quirky-Iguana-Shatter,0.50,0.50,DRAW,99
Quirky-Iguana-Shatter,Feisty-Elephant,0.00,1.00,BLACK_WON,40
Feisty-Elephant,Quirky-Iguana-Shatter,1.00,0.00,WHITE_WON,149
Quirky-Iguana-Shatter,Feisty-Elephant,0.00,1.00,BLACK_WON,90
Feisty-Elephant,Quirky-Iguana-Shatter,1.00,0.00,WHITE_WON,99
Quirky-Iguana-Shatter,Feisty-Elephant,0.00,1.00,BLACK_WON,138
Feisty-Elephant,Agile-Gazelle,0.00,1.00,BLACK_WON,70
Agile-Gazelle,Feisty-Elephant,0.00,1.00,BLACK_WON,78
Feisty-Elephant,Agile-Gazelle,0.00,1.00,BLACK_WON,62
Agile-Gazelle,Feisty-Elephant,0.00,1.00,BLACK_WON,64
Feisty-Elephant,Agile-Gazelle,0.00,1.00,BLACK_WON,90
Agile-Gazelle,Feisty-Elephant,1.00,0.00,WHITE_WON,97
Feisty-Elephant,Agile-Gazelle,1.00,0.00,WHITE_WON,47
Agile-Gazelle,Feisty-Elephant,0.00,1.00,BLACK_WON,122
Feisty-Elephant,Agile-Gazelle,0.00,1.00,BLACK_WON,68
Agile-Gazelle,Feisty-Elephant,1.00,0.00,WHITE_WON,177
Feisty-Elephant,Noble-Piranha-Frontline,0.00,1.00,BLACK_WON,148
Noble-Piranha-Frontline,Feisty-Elephant,0.00,1.00,BLACK_WON,96
Feisty-Elephant,Noble-Piranha-Frontline,0.00,1.00,BLACK_WON,42
Noble-Piranha-Frontline,Feisty-Elephant,1.00,0.00,WHITE_WON,107
Feisty-Elephant,Noble-Piranha-Frontline,0.00,1.00,BLACK_WON,86
Noble-Piranha-Frontline,Feisty-Elephant,0.00,1.00,BLACK_WON,82
Feisty-Elephant,Noble-Piranha-Frontline,0.00,1.00,BLACK_WON,60
Noble-Piranha-Frontline,Feisty-Elephant,0.50,0.50,DRAW,185
Feisty-Elephant,Noble-Piranha-Frontline,0.00,1.00,BLACK_WON,124
Noble-Piranha-Frontline,Feisty-Elephant,0.00,1.00,BLACK_WON,142
Feisty-Elephant,Unnatural-Ram,0.00,1.00,BLACK_WON,12
Unnatural-Ram,Feisty-Elephant,0.50,0.50,DRAW,35
Feisty-Elephant,Unnatural-Ram,1.00,0.00,WHITE_WON,155
Unnatural-Ram,Feisty-Elephant,1.00,0.00,WHITE_WON,139
Feisty-Elephant,Unnatural-Ram,1.00,0.00,WHITE_WON,145
Unnatural-Ram,Feisty-Elephant,0.00,1.00,BLACK_WON,60
Feisty-Elephant,Unnatural-Ram,0.00,1.00,BLACK_WON,54
Unnatural-Ram,Feisty-Elephant,0.00,1.00,BLACK_WON,92
Feisty-Elephant,Unnatural-Ram,1.00,0.00,WHITE_WON,105
Unnatural-Ram,Feisty-Elephant,1.00,0.00,WHITE_WON,37
Feisty-Elephant,Feral-Ape,1.00,0.00,WHITE_WON,101
Feral-Ape,Feisty-Elephant,0.00,1.00,BLACK_WON,92
Feisty-Elephant,Feral-Ape,1.00,0.00,WHITE_WON,123
Feral-Ape,Feisty-Elephant,1.00,0.00,WHITE_WON,137
Feisty-Elephant,Feral-Ape,1.00,0.00,WHITE_WON,81
Feral-Ape,Feisty-Elephant,0.00,1.00,BLACK_WON,146
Feisty-Elephant,Feral-Ape,0.50,0.50,DRAW,100
Feral-Ape,Feisty-Elephant,0.00,1.00,BLACK_WON,120
Feisty-Elephant,Feral-Ape,1.00,0.00,WHITE_WON,55
Feral-Ape,Feisty-Elephant,1.00,0.00,WHITE_WON,201
Feisty-Elephant,Artful-Salamander,0.00,1.00,BLACK_WON,104
Artful-Salamander,Feisty-Elephant,0.50,0.50,DRAW,68
Feisty-Elephant,Artful-Salamander,0.00,1.00,BLACK_WON,12
Artful-Salamander,Feisty-Elephant,0.00,1.00,BLACK_WON,164
Feisty-Elephant,Artful-Salamander,1.00,0.00,WHITE_WON,51
Artful-Salamander,Feisty-Elephant,0.00,1.00,BLACK_WON,76
Feisty-Elephant,Artful-Salamander,0.00,1.00,BLACK_WON,48
Artful-Salamander,Feisty-Elephant,0.00,1.00,BLACK_WON,166
Feisty-Elephant,Artful-Salamander,1.00,0.00,WHITE_WON,73
Artful-Salamander,Feisty-Elephant,0.00,1.00,BLACK_WON,72
Steady-Spider-Weakness,Noble-Hippogriff-Combination,0.50,0.50,DRAW,182
Noble-Hippogriff-Combination,Steady-Spider-Weakness,0.00,1.00,BLACK_WON,106
Steady-Spider-Weakness,Noble-Hippogriff-Combination,1.00,0.00,WHITE_WON,97
Noble-Hippogriff-Combination,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,99
Steady-Spider-Weakness,Noble-Hippogriff-Combination,1.00,0.00,WHITE_WON,133
Noble-Hippogriff-Combination,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,87
Steady-Spider-Weakness,Noble-Hippogriff-Combination,0.50,0.50,DRAW,194
Noble-Hippogriff-Combination,Steady-Spider-Weakness,0.00,1.00,BLACK_WON,92
Steady-Spider-Weakness,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,88
Noble-Hippogriff-Combination,Steady-Spider-Weakness,0.00,1.00,BLACK_WON,48
Steady-Spider-Weakness,Rebellious-Mongoose,1.00,0.00,WHITE_WON,55
Rebellious-Mongoose,Steady-Spider-Weakness,0.50,0.50,DRAW,97
Steady-Spider-Weakness,Rebellious-Mongoose,1.00,0.00,WHITE_WON,81
Rebellious-Mongoose,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,119
Steady-Spider-Weakness,Rebellious-Mongoose,1.00,0.00,WHITE_WON,61
Rebellious-Mongoose,Steady-Spider-Weakness,0.00,1.00,BLACK_WON,58
Steady-Spider-Weakness,Rebellious-Mongoose,1.00,0.00,WHITE_WON,67
Rebellious-Mongoose,Steady-Spider-Weakness,0.50,0.50,DRAW,207
Steady-Spider-Weakness,Rebellious-Mongoose,1.00,0.00,WHITE_WON,55
Rebellious-Mongoose,Steady-Spider-Weakness,0.00,1.00,BLACK_WON,130
Steady-Spider-Weakness,Focused-Crow,1.00,0.00,WHITE_WON,59
Focused-Crow,Steady-Spider-Weakness,0.00,1.00,BLACK_WON,158
Steady-Spider-Weakness,Focused-Crow,1.00,0.00,WHITE_WON,89
Focused-Crow,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,79
Steady-Spider-Weakness,Focused-Crow,1.00,0.00,WHITE_WON,139
Focused-Crow,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,73
Steady-Spider-Weakness,Focused-Crow,1.00,0.00,WHITE_WON,95
Focused-Crow,Steady-Spider-Weakness,0.50,0.50,DRAW,186
Steady-Spider-Weakness,Focused-Crow,1.00,0.00,WHITE_WON,135
Focused-Crow,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,85
Steady-Spider-Weakness,Quirky-Iguana-Shatter,0.00,1.00,BLACK_WON,62
Quirky-Iguana-Shatter,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,73
Steady-Spider-Weakness,Quirky-Iguana-Shatter,1.00,0.00,WHITE_WON,113
Quirky-Iguana-Shatter,Steady-Spider-Weakness,0.00,1.00,BLACK_WON,84
Steady-Spider-Weakness,Quirky-Iguana-Shatter,0.00,1.00,BLACK_WON,108
Quirky-Iguana-Shatter,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,45
Steady-Spider-Weakness,Quirky-Iguana-Shatter,1.00,0.00,WHITE_WON,131
Quirky-Iguana-Shatter,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,51
Steady-Spider-Weakness,Quirky-Iguana-Shatter,1.00,0.00,WHITE_WON,41
Quirky-Iguana-Shatter,Steady-Spider-Weakness,0.50,0.50,DRAW,43
Steady-Spider-Weakness,Agile-Gazelle,1.00,0.00,WHITE_WON,43
Agile-Gazelle,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,89
Steady-Spider-Weakness,Agile-Gazelle,1.00,0.00,WHITE_WON,69
Agile-Gazelle,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,41
Steady-Spider-Weakness,Agile-Gazelle,0.00,1.00,BLACK_WON,126
Agile-Gazelle,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,137
Steady-Spider-Weakness,Agile-Gazelle,0.00,1.00,BLACK_WON,48
Agile-Gazelle,Steady-Spider-Weakness,0.00,1.00,BLACK_WON,122
Steady-Spider-Weakness,Agile-Gazelle,0.00,1.00,BLACK_WON,70
Agile-Gazelle,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,145
Steady-Spider-Weakness,Noble-Piranha-Frontline,1.00,0.00,WHITE_WON,65
Noble-Piranha-Frontline,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,63
Steady-Spider-Weakness,Noble-Piranha-Frontline,0.50,0.50,DRAW,64
Noble-Piranha-Frontline,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,139
Steady-Spider-Weakness,Noble-Piranha-Frontline,1.00,0.00,WHITE_WON,81
Noble-Piranha-Frontline,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,87
Steady-Spider-Weakness,Noble-Piranha-Frontline,0.00,1.00,BLACK_WON,80
Noble-Piranha-Frontline,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,77
Steady-Spider-Weakness,Noble-Piranha-Frontline,1.00,0.00,WHITE_WON,85
Noble-Piranha-Frontline,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,117
Steady-Spider-Weakness,Unnatural-Ram,0.00,1.00,BLACK_WON,112
Unnatural-Ram,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,69
Steady-Spider-Weakness,Unnatural-Ram,1.00,0.00,WHITE_WON,129
Unnatural-Ram,Steady-Spider-Weakness,0.50,0.50,DRAW,14
Steady-Spider-Weakness,Unnatural-Ram,0.00,1.00,BLACK_WON,138
Unnatural-Ram,Steady-Spider-Weakness,0.50,0.50,DRAW,65
Steady-Spider-Weakness,Unnatural-Ram,0.50,0.50,DRAW,130
Unnatural-Ram,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,119
Steady-Spider-Weakness,Unnatural-Ram,0.00,1.00,BLACK_WON,48
Unnatural-Ram,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,93
Steady-Spider-Weakness,Feral-Ape,1.00,0.00,WHITE_WON,103
Feral-Ape,Steady-Spider-Weakness,0.50,0.50,DRAW,172
Steady-Spider-Weakness,Feral-Ape,1.00,0.00,WHITE_WON,101
Feral-Ape,Steady-Spider-Weakness,0.00,1.00,BLACK_WON,90
Steady-Spider-Weakness,Feral-Ape,1.00,0.00,WHITE_WON,67
Feral-Ape,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,81
Steady-Spider-Weakness,Feral-Ape,0.00,1.00,BLACK_WON,44
Feral-Ape,Steady-Spider-Weakness,0.00,1.00,BLACK_WON,34
Steady-Spider-Weakness,Feral-Ape,0.00,1.00,BLACK_WON,86
Feral-Ape,Steady-Spider-Weakness,1.00,0.00,WHITE_WON,77
Steady-Spider-Weakness,Artful-Salamander,1.00,0.00,WHITE_WON,87
Artful-Salamander,Steady-Spider-Weakness,0.00,1.00,BLACK_WON,54
Steady-Spider-Weakness,Artful-Salamander,1.00,0.00,WHITE_WON,85
Artful-Salamander,Steady-Spider-Weakness,0.00,1.00,BLACK_WON,44
Steady-Spider-Weakness,Artful-Salamander,1.00,0.00,WHITE_WON,63
Artful-Salamander,Steady-Spider-Weakness,0.00,1.00,BLACK_WON,24
Steady-Spider-Weakness,Artful-Salamander,0.00,1.00,BLACK_WON,78
Artful-Salamander,Steady-Spider-Weakness,0.00,1.00,BLACK_WON,20
Steady-Spider-Weakness,Artful-Salamander,1.00,0.00,WHITE_WON,75
Artful-Salamander,Steady-Spider-Weakness,0.00,1.00,BLACK_WON,80
Noble-Hippogriff-Combination,Rebellious-Mongoose,1.00,0.00,WHITE_WON,129
Rebellious-Mongoose,Noble-Hippogriff-Combination,1.00,0.00,WHITE_WON,153
Noble-Hippogriff-Combination,Rebellious-Mongoose,0.50,0.50,DRAW,75
Rebellious-Mongoose,Noble-Hippogriff-Combination,1.00,0.00,WHITE_WON,95
Noble-Hippogriff-Combination,Rebellious-Mongoose,0.50,0.50,DRAW,72
Rebellious-Mongoose,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,158
Noble-Hippogriff-Combination,Rebellious-Mongoose,0.00,1.00,BLACK_WON,52
Rebellious-Mongoose,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,76
Noble-Hippogriff-Combination,Rebellious-Mongoose,1.00,0.00,WHITE_WON,71
Rebellious-Mongoose,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,38
Noble-Hippogriff-Combination,Focused-Crow,0.00,1.00,BLACK_WON,114
Focused-Crow,Noble-Hippogriff-Combination,1.00,0.00,WHITE_WON,89
Noble-Hippogriff-Combination,Focused-Crow,1.00,0.00,WHITE_WON,153
Focused-Crow,Noble-Hippogriff-Combination,1.00,0.00,WHITE_WON,79
Noble-Hippogriff-Combination,Focused-Crow,1.00,0.00,WHITE_WON,125
Focused-Crow,Noble-Hippogriff-Combination,1.00,0.00,WHITE_WON,61
Noble-Hippogriff-Combination,Focused-Crow,0.00,1.00,BLACK_WON,144
Focused-Crow,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,132
Noble-Hippogriff-Combination,Focused-Crow,0.00,1.00,BLACK_WON,74
Focused-Crow,Noble-Hippogriff-Combination,0.50,0.50,DRAW,262
Noble-Hippogriff-Combination,Quirky-Iguana-Shatter,1.00,0.00,WHITE_WON,93
Quirky-Iguana-Shatter,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,72
Noble-Hippogriff-Combination,Quirky-Iguana-Shatter,0.00,1.00,BLACK_WON,56
Quirky-Iguana-Shatter,Noble-Hippogriff-Combination,0.50,0.50,DRAW,183
Noble-Hippogriff-Combination,Quirky-Iguana-Shatter,0.00,1.00,BLACK_WON,64
Quirky-Iguana-Shatter,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,130
Noble-Hippogriff-Combination,Quirky-Iguana-Shatter,1.00,0.00,WHITE_WON,113
Quirky-Iguana-Shatter,Noble-Hippogriff-Combination,0.50,0.50,DRAW,46
Noble-Hippogriff-Combination,Quirky-Iguana-Shatter,1.00,0.00,WHITE_WON,79
Quirky-Iguana-Shatter,Noble-Hippogriff-Combination,0.50,0.50,DRAW,78
Noble-Hippogriff-Combination,Agile-Gazelle,0.50,0.50,DRAW,112
Agile-Gazelle,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,78
Noble-Hippogriff-Combination,Agile-Gazelle,0.00,1.00,BLACK_WON,100
Agile-Gazelle,Noble-Hippogriff-Combination,0.50,0.50,DRAW,124
Noble-Hippogriff-Combination,Agile-Gazelle,1.00,0.00,WHITE_WON,115
Agile-Gazelle,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,92
Noble-Hippogriff-Combination,Agile-Gazelle,0.00,1.00,BLACK_WON,106
Agile-Gazelle,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,100
Noble-Hippogriff-Combination,Agile-Gazelle,0.00,1.00,BLACK_WON,108
Agile-Gazelle,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,98
Noble-Hippogriff-Combination,Noble-Piranha-Frontline,0.50,0.50,DRAW,58
Noble-Piranha-Frontline,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,74
Noble-Hippogriff-Combination,Noble-Piranha-Frontline,1.00,0.00,WHITE_WON,191
Noble-Piranha-Frontline,Noble-Hippogriff-Combination,1.00,0.00,WHITE_WON,133
Noble-Hippogriff-Combination,Noble-Piranha-Frontline,0.00,1.00,BLACK_WON,104
Noble-Piranha-Frontline,Noble-Hippogriff-Combination,1.00,0.00,WHITE_WON,97
Noble-Hippogriff-Combination,Noble-Piranha-Frontline,0.00,1.00,BLACK_WON,136
Noble-Piranha-Frontline,Noble-Hippogriff-Combination,1.00,0.00,WHITE_WON,89
Noble-Hippogriff-Combination,Noble-Piranha-Frontline,0.00,1.00,BLACK_WON,42
Noble-Piranha-Frontline,Noble-Hippogriff-Combination,0.50,0.50,DRAW,242
Noble-Hippogriff-Combination,Unnatural-Ram,1.00,0.00,WHITE_WON,73
Unnatural-Ram,Noble-Hippogriff-Combination,0.50,0.50,DRAW,220
Noble-Hippogriff-Combination,Unnatural-Ram,0.00,1.00,BLACK_WON,76
Unnatural-Ram,Noble-Hippogriff-Combination,1.00,0.00,WHITE_WON,131
Noble-Hippogriff-Combination,Unnatural-Ram,0.50,0.50,DRAW,78
Unnatural-Ram,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,74
Noble-Hippogriff-Combination,Unnatural-Ram,1.00,0.00,WHITE_WON,155
Unnatural-Ram,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,52
Noble-Hippogriff-Combination,Unnatural-Ram,0.00,1.00,BLACK_WON,50
Unnatural-Ram,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,70
Noble-Hippogriff-Combination,Feral-Ape,0.50,0.50,DRAW,170
Feral-Ape,Noble-Hippogriff-Combination,0.50,0.50,DRAW,107
Noble-Hippogriff-Combination,Feral-Ape,1.00,0.00,WHITE_WON,121
Feral-Ape,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,38
Noble-Hippogriff-Combination,Feral-Ape,0.00,1.00,BLACK_WON,62
Feral-Ape,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,126
Noble-Hippogriff-Combination,Feral-Ape,1.00,0.00,WHITE_WON,71
Feral-Ape,Noble-Hippogriff-Combination,1.00,0.00,WHITE_WON,133
Noble-Hippogriff-Combination,Feral-Ape,1.00,0.00,WHITE_WON,71
Feral-Ape,Noble-Hippogriff-Combination,1.00,0.00,WHITE_WON,99
Noble-Hippogriff-Combination,Artful-Salamander,0.00,1.00,BLACK_WON,160
Artful-Salamander,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,84
Noble-Hippogriff-Combination,Artful-Salamander,0.00,1.00,BLACK_WON,50
Artful-Salamander,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,104
Noble-Hippogriff-Combination,Artful-Salamander,1.00,0.00,WHITE_WON,107
Artful-Salamander,Noble-Hippogriff-Combination,1.00,0.00,WHITE_WON,107
Noble-Hippogriff-Combination,Artful-Salamander,0.00,1.00,BLACK_WON,28
Artful-Salamander,Noble-Hippogriff-Combination,1.00,0.00,WHITE_WON,161
Noble-Hippogriff-Combination,Artful-Salamander,0.00,1.00,BLACK_WON,80
Artful-Salamander,Noble-Hippogriff-Combination,0.00,1.00,BLACK_WON,74
Rebellious-Mongoose,Focused-Crow,1.00,0.00,WHITE_WON,143
Focused-Crow,Rebellious-Mongoose,0.50,0.50,DRAW,112
Rebellious-Mongoose,Focused-Crow,1.00,0.00,WHITE_WON,197
Focused-Crow,Rebellious-Mongoose,0.00,1.00,BLACK_WON,96
Rebellious-Mongoose,Focused-Crow,1.00,0.00,WHITE_WON,83
Focused-Crow,Rebellious-Mongoose,0.00,1.00,BLACK_WON,134
Rebellious-Mongoose,Focused-Crow,1.00,0.00,WHITE_WON,141
Focused-Crow,Rebellious-Mongoose,0.00,1.00,BLACK_WON,138
Rebellious-Mongoose,Focused-Crow,1.00,0.00,WHITE_WON,55
Focused-Crow,Rebellious-Mongoose,1.00,0.00,WHITE_WON,121
Rebellious-Mongoose,Quirky-Iguana-Shatter,1.00,0.00,WHITE_WON,111
Quirky-Iguana-Shatter,Rebellious-Mongoose,1.00,0.00,WHITE_WON,103
Rebellious-Mongoose,Quirky-Iguana-Shatter,0.50,0.50,DRAW,79
Quirky-Iguana-Shatter,Rebellious-Mongoose,1.00,0.00,WHITE_WON,75
Rebellious-Mongoose,Quirky-Iguana-Shatter,1.00,0.00,WHITE_WON,47
Quirky-Iguana-Shatter,Rebellious-Mongoose,1.00,0.00,WHITE_WON,113
Rebellious-Mongoose,Quirky-Iguana-Shatter,1.00,0.00,WHITE_WON,51
Quirky-Iguana-Shatter,Rebellious-Mongoose,0.50,0.50,DRAW,217
Rebellious-Mongoose,Quirky-Iguana-Shatter,0.50,0.50,DRAW,15
Quirky-Iguana-Shatter,Rebellious-Mongoose,0.00,1.00,BLACK_WON,134
Rebellious-Mongoose,Agile-Gazelle,0.00,1.00,BLACK_WON,58
Agile-Gazelle,Rebellious-Mongoose,0.50,0.50,DRAW,129
Rebellious-Mongoose,Agile-Gazelle,0.00,1.00,BLACK_WON,140
Agile-Gazelle,Rebellious-Mongoose,0.00,1.00,BLACK_WON,110
Rebellious-Mongoose,Agile-Gazelle,1.00,0.00,WHITE_WON,111
Agile-Gazelle,Rebellious-Mongoose,0.00,1.00,BLACK_WON,128
Rebellious-Mongoose,Agile-Gazelle,1.00,0.00,WHITE_WON,31
Agile-Gazelle,Rebellious-Mongoose,0.50,0.50,DRAW,93
Rebellious-Mongoose,Agile-Gazelle,0.00,1.00,BLACK_WON,190
Agile-Gazelle,Rebellious-Mongoose,1.00,0.00,WHITE_WON,51
Rebellious-Mongoose,Noble-Piranha-Frontline,0.50,0.50,DRAW,171
Noble-Piranha-Frontline,Rebellious-Mongoose,1.00,0.00,WHITE_WON,77
Rebellious-Mongoose,Noble-Piranha-Frontline,0.00,1.00,BLACK_WON,104
Noble-Piranha-Frontline,Rebellious-Mongoose,0.50,0.50,DRAW,134
Rebellious-Mongoose,Noble-Piranha-Frontline,0.00,1.00,BLACK_WON,56
Noble-Piranha-Frontline,Rebellious-Mongoose,0.50,0.50,DRAW,158
Rebellious-Mongoose,Noble-Piranha-Frontline,1.00,0.00,WHITE_WON,163
Noble-Piranha-Frontline,Rebellious-Mongoose,1.00,0.00,WHITE_WON,127
Rebellious-Mongoose,Noble-Piranha-Frontline,1.00,0.00,WHITE_WON,51
Noble-Piranha-Frontline,Rebellious-Mongoose,1.00,0.00,WHITE_WON,85
Rebellious-Mongoose,Unnatural-Ram,1.00,0.00,WHITE_WON,71
Unnatural-Ram,Rebellious-Mongoose,0.50,0.50,DRAW,137
Rebellious-Mongoose,Unnatural-Ram,1.00,0.00,WHITE_WON,25
Unnatural-Ram,Rebellious-Mongoose,0.50,0.50,DRAW,138
Rebellious-Mongoose,Unnatural-Ram,0.50,0.50,DRAW,169
Unnatural-Ram,Rebellious-Mongoose,0.00,1.00,BLACK_WON,40
Rebellious-Mongoose,Unnatural-Ram,1.00,0.00,WHITE_WON,75
Unnatural-Ram,Rebellious-Mongoose,0.00,1.00,BLACK_WON,74
Rebellious-Mongoose,Unnatural-Ram,0.00,1.00,BLACK_WON,84
Unnatural-Ram,Rebellious-Mongoose,0.50,0.50,DRAW,126
Rebellious-Mongoose,Feral-Ape,0.50,0.50,DRAW,74
Feral-Ape,Rebellious-Mongoose,0.00,1.00,BLACK_WON,36
Rebellious-Mongoose,Feral-Ape,1.00,0.00,WHITE_WON,97
Feral-Ape,Rebellious-Mongoose,0.50,0.50,DRAW,122
Rebellious-Mongoose,Feral-Ape,1.00,0.00,WHITE_WON,83
Feral-Ape,Rebellious-Mongoose,0.00,1.00,BLACK_WON,46
Rebellious-Mongoose,Feral-Ape,1.00,0.00,WHITE_WON,73
Feral-Ape,Rebellious-Mongoose,0.00,1.00,BLACK_WON,86
Rebellious-Mongoose,Feral-Ape,0.50,0.50,DRAW,152
Feral-Ape,Rebellious-Mongoose,0.00,1.00,BLACK_WON,146
Rebellious-Mongoose,Artful-Salamander,1.00,0.00,WHITE_WON,83
Artful-Salamander,Rebellious-Mongoose,0.00,1.00,BLACK_WON,116
Rebellious-Mongoose,Artful-Salamander,1.00,0.00,WHITE_WON,55
Artful-Salamander,Rebellious-Mongoose,0.00,1.00,BLACK_WON,218
Rebellious-Mongoose,Artful-Salamander,1.00,0.00,WHITE_WON,61
Artful-Salamander,Rebellious-Mongoose,0.00,1.00,BLACK_WON,126
Rebellious-Mongoose,Artful-Salamander,0.00,1.00,BLACK_WON,66
Artful-Salamander,Rebellious-Mongoose,1.00,0.00,WHITE_WON,81
Rebellious-Mongoose,Artful-Salamander,1.00,0.00,WHITE_WON,83
Artful-Salamander,Rebellious-Mongoose,0.50,0.50,DRAW,52
Focused-Crow,Quirky-Iguana-Shatter,1.00,0.00,WHITE_WON,51
Quirky-Iguana-Shatter,Focused-Crow,1.00,0.00,WHITE_WON,73
Focused-Crow,Quirky-Iguana-Shatter,1.00,0.00,WHITE_WON,171
Quirky-Iguana-Shatter,Focused-Crow,1.00,0.00,WHITE_WON,73
Focused-Crow,Quirky-Iguana-Shatter,1.00,0.00,WHITE_WON,69
Quirky-Iguana-Shatter,Focused-Crow,0.00,1.00,BLACK_WON,44
Focused-Crow,Quirky-Iguana-Shatter,0.00,1.00,BLACK_WON,188
Quirky-Iguana-Shatter,Focused-Crow,0.00,1.00,BLACK_WON,96
Focused-Crow,Quirky-Iguana-Shatter,0.00,1.00,BLACK_WON,80
Quirky-Iguana-Shatter,Focused-Crow,1.00,0.00,WHITE_WON,37
Focused-Crow,Agile-Gazelle,1.00,0.00,WHITE_WON,99
Agile-Gazelle,Focused-Crow,1.00,0.00,WHITE_WON,101
Focused-Crow,Agile-Gazelle,1.00,0.00,WHITE_WON,37
Agile-Gazelle,Focused-Crow,0.00,1.00,BLACK_WON,74
Focused-Crow,Agile-Gazelle,0.00,1.00,BLACK_WON,202
Agile-Gazelle,Focused-Crow,1.00,0.00,WHITE_WON,79
Focused-Crow,Agile-Gazelle,1.00,0.00,WHITE_WON,107
Agile-Gazelle,Focused-Crow,0.50,0.50,DRAW,192
Focused-Crow,Agile-Gazelle,1.00,0.00,WHITE_WON,113
Agile-Gazelle,Focused-Crow,1.00,0.00,WHITE_WON,97
Focused-Crow,Noble-Piranha-Frontline,1.00,0.00,WHITE_WON,71
Noble-Piranha-Frontline,Focused-Crow,1.00,0.00,WHITE_WON,111
Focused-Crow,Noble-Piranha-Frontline,1.00,0.00,WHITE_WON,151
